Name;Mayores a 1;Pago 2;Pago;Despachos 2;Despacho;Monedas 2;Moneda;Subtotal;Precio despacho;Con o sin dcto;Total;Desc monto;Shipping Method 2;Shipping Method;Cantidad;Producto;Precio oferta;Venta total;Precio normal;SKU;status despacho;Ciudad 2;Ciudad;Codigo postal 2;Codigo postal;Region 2;Region
43094;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Zapatilla Angelica Negro Premium - Negro / 36;9990;9990;29990;0100072036;fulfilled;Ã±uÃ±oa;;SANTIAGO;;RM;
43093;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;0;Sin descuento;19980;0;Retiro en tienda;Retiro en tienda;1;Zapatilla Marilyn Beige Premium - Beige / 36;9990;9990;29990;3611074436;fulfilled;Buin;Buin;SANTIAGO;SANTIAGO;RM;RM
43093;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Zapatilla Angelica Negro Premium - Negro / 36;9990;9990;29990;0100072036;fulfilled;Buin;;SANTIAGO;;RM;
43092;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;39990;3990; Con descueento;43980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Negra Delux - Negro / 39;39990;39990;48990;327P-39;fulfilled;cerro navia;cerro navia;SANTIAGO;SANTIAGO;RM;RM
43091;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;3990; Con descueento;13980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Montreal  Premium - Negro / 35;9990;9990;39990;8381072035;fulfilled;Pudahuel;Pudahuel;SANTIAGO;SANTIAGO;RM;RM
43090;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;29970;0;Sin descuento;29970;0;Retiro en tienda;Retiro en tienda;1;Zapatilla Ambar  Negro  Premium - Negro / 37;9990;9990;29990;0400072037;fulfilled;Las condes;Las condes;LASCONDES;LASCONDES;RM;RM
43090;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Botin Veracruz Piton Premium - Amarillo / 37;9990;9990;39990;0333072037;fulfilled;Las condes;;LASCONDES;;RM;
43090;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;9990;34990;1001201038;fulfilled;Las condes;;LASCONDES;;RM;
43089;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;12990; Con descueento;32970;0;Despacho Region;Despacho Region;1;Botin Atenas Negro Premium - Negro / 37;9990;9990;49990;0037072037;fulfilled;Concepcion;Concepcion;CONCEPCION;CONCEPCION;BI;BI
43089;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Botin Indiana CafÃ© Premium - CafÃ© / 37;9990;9990;36990;8539074037;fulfilled;Concepcion;;CONCEPCION;;BI;
43088;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Zapatilla Frankfurt Blanco Premium - Blanco / 39;9990;9990;34990;1001201039;fulfilled;CONCEPCION;CONCEPCION;CONCEPCION;CONCEPCION;BI;BI
43087;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;12990; Con descueento;32970;0;Despacho Region;Despacho Region;1;Zapatilla Brisbane CafÃ© Premium - Negro / 37;9990;9990;49990;1003204037;fulfilled;Temuco;Temuco;'4780000;'4780000;AR;AR
43087;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Botin Toronto Negro Premium - Negro / 37;9990;9990;49990;0100072037;fulfilled;Temuco;;'4780000;;AR;
43086;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Botin Bucarest Taupe Premium - Taupe / 35;9990;9990;39990;3332184235;fulfilled;las condes;las condes;SANTIAGO;SANTIAGO;RM;RM
43085;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;12990; Con descueento;32970;0;Despacho Region;Despacho Region;1;Botin Paris Burdeo Premium - Burdeo / 39;9990;9990;39990;8172078539;fulfilled;Osorno;Osorno;OSORNO;OSORNO;LL;LL
43085;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Botin Brucelas Verde musgo Premium - Verde musgo / 39;9990;9990;36990;9451078439;fulfilled;Osorno;;OSORNO;;LL;
43084;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Zapatilla Brisbane Negro Premium - Negro / 35;9990;9990;49990;1003202035;fulfilled;san pedro de la paz;san pedro de la paz;'4030000;'4030000;BI;BI
43083;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;44970;0;Sin descuento;44970;0;Retiro en tienda;Retiro en tienda;1;BotÃ­n Texa Dorado Police - Dorado / 38;24990;24990;;79-38;fulfilled;LAS CONDES;LAS CONDES;SANTIAGO;SANTIAGO;RM;RM
43083;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Zapatilla Shanghai Negro Premium - Negro / 38;9990;9990;29990;0300072038;fulfilled;LAS CONDES;;SANTIAGO;;RM;
43083;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Botin Denver Negro Premium - Negro / 38;9990;9990;39990;6703072038;fulfilled;LAS CONDES;;SANTIAGO;;RM;
43082;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Botin Nueva Orleans  Negro Premium - Negro / 35;9990;9990;39990;6001202035;fulfilled;Puente Alto;Puente Alto;SANTIAGO;SANTIAGO;RM;RM
43081;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;29970;9990; Con descueento;39960;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Valencia Negro Premium - Burdeo / 39;9990;9990;39990;3905058539;fulfilled;Vitacura;Vitacura;'189359780;'189359780;RM;RM
43081;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Zapatilla Brisbane CafÃ© Premium - Negro / 39;9990;9990;49990;1003204039;fulfilled;Vitacura;;'189359780;;RM;
43081;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Botin Toronto Negro Premium - Negro / 39;9990;9990;49990;0100072039;fulfilled;Vitacura;;'189359780;;RM;
43080;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Zapatilla Brisbane Negro Premium - Negro / 36;9990;9990;49990;1003202036;fulfilled;HualpÃ©n;HualpÃ©n;CONCEPCION;CONCEPCION;BI;BI
43079;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Botin Toronto Leopardo Premium - Beige / 38;9990;9990;39990;0100075438;fulfilled;Santa Cruz;Santa Cruz;'3130000;'3130000;LI;LI
43078;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;6990;0;Sin descuento;6990;22980;Retiro en tienda;Retiro en tienda;1;Zapatilla Frankfurt Blanco Premium - Blanco / 40;9990;9990;34990;1001201040;fulfilled;Santiago;Santiago;PUENTEALTO;PUENTEALTO;RM;RM
43078;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Zapatilla Catalina Beige Premium - Beige / 36;9990;9990;29990;0001284436;fulfilled;Santiago;;PUENTEALTO;;RM;
43078;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;9990;34990;1001201038;fulfilled;Santiago;;PUENTEALTO;;RM;
43077;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;6990;0;Sin descuento;6990;22980;Retiro en tienda;Retiro en tienda;1;Zapatilla Frankfurt Blanco Premium - Blanco / 39;9990;9990;34990;1001201039;fulfilled;Puente Alto;Puente Alto;'8270334;'8270334;RM;RM
43077;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Zapatilla Catalina Beige Premium - Beige / 38;9990;9990;29990;0001284438;fulfilled;Puente Alto;;'8270334;;RM;
43077;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Zapatilla Catalina Beige Premium - Beige / 37;9990;9990;29990;0001284437;fulfilled;Puente Alto;;'8270334;;RM;
43076;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;39970;9990; Con descueento;49960;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Delhi Rosado Premium - Rosado / 39;9990;9990;29990;0200077439;fulfilled;recoleta;recoleta;RECOLETA;RECOLETA;RM;RM
43076;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Sandalia Hortensia Blanco Premium - Blanco / 39;9990;9990;39990;0011071039;fulfilled;recoleta;;RECOLETA;;RM;
43076;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Zapatillas Sky Blanco Police - Blanco / 39;19990;19990;;38-39;fulfilled;recoleta;;RECOLETA;;RM;
43075;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Zapatilla Catalina Beige Premium - Beige / 37;9990;9990;29990;0001284437;fulfilled;Las condes;Las condes;SANTIAGO;SANTIAGO;RM;RM
43074;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;3990; Con descueento;23970;0;Despacho Region Metropolitana;Despacho Region Metropolitana;2;Zapatilla Chester Blanco Premium - Blanco / 35;9990;19980;49990;1000071035;fulfilled;Las Condes;Las Condes;SANTIAGO;SANTIAGO;RM;RM
43073;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;3990; Con descueento;13980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Valencia Negro Premium - Burdeo / 38;9990;9990;39990;3905058538;fulfilled;Ã‘UÃ‘OA;Ã‘UÃ‘OA;SANTIAGO;SANTIAGO;RM;RM
43072;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19990;3990; Con descueento;23980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatos Tilo Negros Police - Negro / 39;19990;19990;;12-39;fulfilled;Quilicura ;Quilicura ;SANTIAGO;SANTIAGO;RM;RM
43071;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Botin Paris Burdeo Premium - Burdeo / 38;9990;9990;39990;8172078538;fulfilled;Conchali;Conchali;SANTIAGO;SANTIAGO;RM;RM
43070;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;3990; Con descueento;23970;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Valencia Negro Premium - Burdeo / 36;9990;9990;39990;3905058536;fulfilled;Ã±uÃ±oa;Ã±uÃ±oa;SANTIAGO;SANTIAGO;RM;RM
43070;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region Metropolitana;;1;Botin Toronto Leopardo Premium - Beige / 36;9990;9990;39990;0100075436;fulfilled;Ã±uÃ±oa;;SANTIAGO;;RM;
43069;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Botin Nueva Orleans  Negro Premium - Negro / 37;9990;9990;39990;6001202037;fulfilled;Independencia;Independencia;SANTIAGO;SANTIAGO;RM;RM
43068;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Botin Denver Negro Premium - Negro / 39;9990;9990;39990;6703072039;fulfilled;Los Angeles;Los Angeles;FEMENINO;FEMENINO;BI;BI
43067;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Zapatilla Frankfurt Negro Premium - Negro / 37;9990;9990;34990;1001202037;fulfilled;Coronel;Coronel;CONCEPCION;CONCEPCION;BI;BI
43066;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Zapatilla Brisbane Negro Premium - Negro / 37;9990;9990;49990;1003202037;fulfilled;COLLIPULLI;COLLIPULLI;'183221329;'183221329;AR;AR
43065;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;3990; Con descueento;13980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Nueva Orleans  Negro Premium - Negro / 37;9990;9990;39990;6001202037;fulfilled;Santiago;Santiago;SANTIAGO;SANTIAGO;RM;RM
43064;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;39960;19990; Con descueento;59950;0;Despacho Region;Despacho Region;1;Zapatilla Monserrat Multicolor Premium - Multicolor / 38;9990;9990;39990;0023072938;fulfilled;CURICO;CURICO;CURICO;CURICO;ML;ML
43064;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Monserrat Multicolor Premium - Multicolor / 37;9990;9990;39990;0023072937;fulfilled;CURICO;;CURICO;;ML;
43064;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Frankfurt Negro Premium - Negro / 38;9990;9990;34990;1001202038;fulfilled;CURICO;;CURICO;;ML;
43064;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Frankfurt Negro Premium - Negro / 37;9990;9990;34990;1001202037;fulfilled;CURICO;;CURICO;;ML;
43063;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Zapatilla Angelica Negro Premium - Negro / 40;9990;9990;29990;0100072040;fulfilled;Las condes;Las condes;SANTIAGO;SANTIAGO;RM;RM
43062;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Zapatilla Angelica Negro Premium - Negro / 35;9990;9990;29990;0100072035;fulfilled;Las condeS;Las condeS;SANTIAGO;SANTIAGO;RM;RM
43061;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Zapatilla Moscow Negro Premium - Negro / 38;9990;9990;44990;1838072038;fulfilled;Providencia;Providencia;SANTIAGO;SANTIAGO;RM;RM
43060;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Botin Veracruz Piton Premium - Amarillo / 37;9990;9990;39990;0333072037;fulfilled;Santiago;Santiago;'3830000;'3830000;RM;RM
43059;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;24980;0;Sin descuento;24980;0;Retiro en tienda;Retiro en tienda;1;Zapato Florencoia Burdeo Premium - Burdeo / 39;14990;14990;49990;0020008539;fulfilled;Las Condes ;Las Condes ;SANTIAGO;SANTIAGO;RM;RM
43059;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Botin Atenas Negro Premium - Negro / 40;9990;9990;49990;0037072040;fulfilled;Las Condes ;;SANTIAGO;;RM;
43058;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;29970;12990; Con descueento;42960;0;Despacho Region;Despacho Region;1;Botin Michigan Negro Premium - Negro / 40;9990;9990;39990;6134072040;fulfilled;Coronel;Coronel;CONCEPCIÃ“N;CONCEPCIÃ“N;BI;BI
43058;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Botin Bucarest Taupe Premium - Taupe / 40;9990;9990;39990;3332184240;fulfilled;Coronel;;CONCEPCIÃ“N;;BI;
43058;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Botin Amsterdam Negro Premium - Negro / 39;9990;9990;36990;3097072039;fulfilled;Coronel;;CONCEPCIÃ“N;;BI;
43057;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Zapatilla York Blanco Premium - Blanco / 39;9990;9990;39990;2000289039;fulfilled;ESTACION CENTRAL ;ESTACION CENTRAL ;SANTIAGO;SANTIAGO;RM;RM
43056;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;29970;12990; Con descueento;42960;0;Despacho Region;Despacho Region;1;Zapatilla Chester Blanco Premium - Blanco / 39;9990;9990;49990;1000071039;fulfilled;Villarica ;Villarica ;LICANRAY;LICANRAY;AR;AR
43056;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;2;Zapatilla Chester Blanco Premium - Blanco / 38;9990;19980;49990;1000071038;fulfilled;Villarica ;;LICANRAY;;AR;
43055;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;12990; Con descueento;32970;0;Despacho Region;Despacho Region;1;Zapatilla Brisbane CafÃ© Premium - Negro / 39;9990;9990;49990;1003204039;fulfilled;San antonio;San antonio;SANANTONIO;SANANTONIO;VS;VS
43055;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Chester Blanco Premium - Blanco / 39;9990;9990;49990;1000071039;fulfilled;San antonio;;SANANTONIO;;VS;
43054;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;79970;12990; Con descueento;92960;0;Despacho Region;Despacho Region;1;Zapatilla Nina 672  Negro Delux - Negro / 40;34990;34990;49990;729-40;fulfilled;rio bueno;rio bueno;'56;'56;LR;LR
43054;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Botin Bucarest Taupe Premium - Taupe / 40;9990;9990;39990;3332184240;fulfilled;rio bueno;;'56;;LR;
43054;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Nina 6732  Blanco Delux - Blanco / 40;34990;34990;49990;732-40;fulfilled;rio bueno;;'56;;LR;
43053;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;3990; Con descueento;13980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;9990;39990;6001202038;fulfilled;providencia;providencia;'7500000;'7500000;RM;RM
43052;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;12990; Con descueento;32970;0;Despacho Region;Despacho Region;1;Zapatilla Ambar  Negro  Premium - Negro / 36;9990;9990;29990;0400072036;fulfilled;ConcepciÃ³n ;ConcepciÃ³n ;CONCEPCIÃ“N;CONCEPCIÃ“N;BI;BI
43052;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Botin Indiana CafÃ© Premium - CafÃ© / 36;9990;9990;36990;8539074036;fulfilled;ConcepciÃ³n ;;CONCEPCIÃ“N;;BI;
43051;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;29990;3990; Con descueento;33980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Malva 1 Blanco Premium - Blanco / 37;29990;29990;;0040071037;fulfilled;Providencia ;Providencia ;SANTIAGO;SANTIAGO;RM;RM
43050;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Botin Nueva Orleans  Negro Premium - Negro / 37;9990;9990;39990;6001202037;fulfilled;Condes;Condes;CONDES;CONDES;RM;RM
43049;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;12990; Con descueento;32970;0;Despacho Region;Despacho Region;1;Zapatilla Marilyn Beige Premium - Beige / 38;9990;9990;29990;3611074438;fulfilled;Castro;Castro;CASTRO;CASTRO;LL;LL
43049;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Botin Denver Negro Premium - Negro / 38;9990;9990;39990;6703072038;fulfilled;Castro;;CASTRO;;LL;
43048;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;9990;39990;6001202038;fulfilled;Condes;Condes;CONDES;CONDES;RM;RM
43047;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;59970;12990; Con descueento;72960;0;Despacho Region;Despacho Region;1;Botin Ravena Camel Premium - Camel / 36;9990;9990;39990;5012074936;pending;ILLAPEL;ILLAPEL;'137490854;'137490854;CO;CO
43047;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Sport Negro  Petite Jolie - Negro / 36;39990;39990;;22-36;fulfilled;ILLAPEL;;'137490854;;CO;
43047;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Dana Negro Premium - Negro / 36;9990;9990;29990;4501072036;fulfilled;ILLAPEL;;'137490854;;CO;
43046;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;3990; Con descueento;13980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Botin Nueva Orleans  Negro Premium - Negro / 38;9990;9990;39990;6001202038;fulfilled;Santiago;Santiago;'8320000;'8320000;RM;RM
43045;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;3990; Con descueento;13980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Sandalia Amelia Blanco Premium - Blanco / 37;9990;9990;39990;0200071037;fulfilled;Quilicura ;Quilicura ;SANTIAGO;SANTIAGO;RM;RM
43044;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;12990; Con descueento;32970;0;Despacho Region;Despacho Region;1;Botin Nueva Orleans  Negro Premium - Negro / 37;9990;9990;39990;6001202037;fulfilled;Villa Alemana;Villa Alemana;'2460368;'2460368;VS;VS
43044;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Botin Toronto Leopardo Premium - Beige / 37;9990;9990;39990;0100075437;fulfilled;Villa Alemana;;'2460368;;VS;
43043;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;29970;12990; Con descueento;42960;0;Despacho Region;Despacho Region;1;Zapatilla Brisbane CafÃ© Premium - Negro / 37;9990;9990;49990;1003204037;fulfilled;San Pedro de la Paz;San Pedro de la Paz;SANPEDRODELAPAZ;SANPEDRODELAPAZ;BI;BI
43043;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Brisbane Negro Premium - Negro / 36;9990;9990;49990;1003202036;fulfilled;San Pedro de la Paz;;SANPEDRODELAPAZ;;BI;
43043;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Frankfurt Negro Premium - Negro / 36;9990;9990;34990;1001202036;fulfilled;San Pedro de la Paz;;SANPEDRODELAPAZ;;BI;
43042;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;19980;0;Sin descuento;19980;0;Retiro en tienda;Retiro en tienda;1;Zapatilla Angelica Blanco Premium - Blanco / 37;9990;9990;29990;0100071037;fulfilled;Las Condes;Las Condes;SANTIAGO;SANTIAGO;RM;RM
43042;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Retiro en tienda;;1;Zapatilla Angelica Negro Premium - Negro / 36;9990;9990;29990;0100072036;fulfilled;Las Condes;;SANTIAGO;;RM;
43041;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;3990; Con descueento;13980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Dana Negro Premium - Negro / 36;9990;9990;29990;4501072036;fulfilled;San Miguel ;San Miguel ;SANTIAGO;SANTIAGO;RM;RM
43040;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Botin Monterrey Negro Premium - Negro / 39;9990;9990;39990;0010072039;fulfilled;Ã±uÃ±oa;Ã±uÃ±oa;SANTIGO;SANTIGO;RM;RM
43039;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;0;Sin descuento;9990;0;Retiro en tienda;Retiro en tienda;1;Botin Toronto Negro Premium - Negro / 36;9990;9990;49990;0100072036;fulfilled;Vitacura;Vitacura;SANTIAGO;SANTIAGO;RM;RM
43038;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;39960;19990; Con descueento;59950;0;Despacho Region;Despacho Region;1;Zapatilla York Blanco Premium - Blanco / 38;9990;9990;39990;2000289038;fulfilled;TEMUCO;TEMUCO;TEMUCO;TEMUCO;AR;AR
43038;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Emma  Rosado Premium - Beige / 37;9990;9990;39990;3638077437;fulfilled;TEMUCO;;TEMUCO;;AR;
43038;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;2;Botin Tijuana Burdeo Premium - Burdeo / 38;9990;19980;39990;0020078538;fulfilled;TEMUCO;;TEMUCO;;AR;
43037;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;3990; Con descueento;13980;0;Despacho Region Metropolitana;Despacho Region Metropolitana;1;Zapatilla Brisbane Negro Premium - Negro / 38;9990;9990;49990;1003202038;fulfilled;Las Condes;Las Condes;SANTIAGO;SANTIAGO;RM;RM
43036;Mayor a 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;39960;19990; Con descueento;59950;0;Despacho Region;Despacho Region;1;Zapatilla Chester Blanco Premium - Blanco / 38;9990;9990;49990;1000071038;fulfilled;illapel;illapel;ILLAPEL;ILLAPEL;CO;CO
43036;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Naya Blanco Premiumi - Beige / 38;9990;9990;29990;0002281038;fulfilled;illapel;;ILLAPEL;;CO;
43036;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Frankfurt Negro Premium - Negro / 38;9990;9990;34990;1001202038;fulfilled;illapel;;ILLAPEL;;CO;
43036;Mayor a 1;Pagado;;Despachado;;CLP;;;;Sin descuento;;;Despacho Region;;1;Zapatilla Frankfurt Blanco Premium - Blanco / 38;9990;9990;34990;1001201038;fulfilled;illapel;;ILLAPEL;;CO;
43035;Solo 1;Pagado;Pagado;Despachado;Despachado;CLP;CLP;9990;8290; Con descueento;18280;0;Despacho Region;Despacho Region;1;Zapatilla Moscow Negro Premium - Negro / 38;9990;9990;44990;1838072038;fulfilled;Hualpen;Hualpen;CONCEPCION;CONCEPCION;BI;BI
